"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-2.9074594012661
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.36946669399548
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-1.17168379278809
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",0.640150179683494
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.918683243340509
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.13060735849845
"once burned early","early","late",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.0238524285018
"once burned early","early","late",1,1,"Understory","sdl",2009,"cc_01_sdl",0.455924457804601
"once burned early","early","late",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.6229680615414
"once burned early","early","late",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.57719806274376
"once burned early","early","late",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.36371439959688
"once burned early","early","late",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.27033442409038
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-4.83291583744159
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.51826352362781
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-1.78078722790602
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",0.879797694078628
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.371338525628587
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",0.292117082621212
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-3.34703734951377
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.63630203309812
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-1.5524354793857
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.02364094370329
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-1.20657549650879
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.69743405925027
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.97669520665211
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.3467564101099
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.85465247887976
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.17714486143666
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.50909981568576
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.91896818118896
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.76328757858965
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.43542250049326
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.43899601730421
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.62765399867441
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.21422829639113
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.27476606025492
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.32317188549744
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.27102782246517
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.38877115606562
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.55984327176705
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-5.41063943338114
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.050958189555
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-2.67809513805
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.3231800910427
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.74636560562413
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.715773618025855
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.80269341892365
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.49714580014515
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-2.96099524273258
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.36077615246785
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.60276317285015
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.07121699085286
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.51839367567567
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.888068661643826
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.56694866455864
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.2336295848754
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.08083940748437
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.853819786868024
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.70342590707056
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.44682768775139
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-3.04168064345158
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.14054863590061
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.84670909820846
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.886815605152838
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.28367957151938
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.35790279736356
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-4.16422411227088
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.8831370717178
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.13963294153591
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.989470580382996
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.71077133999357
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.523273975534037
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.77940369363413
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.802945897831839
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.61994312395077
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.67520846946058
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.65933201611936
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.18656734550977
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.99158090292158
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.980402422050182
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.55990003436433
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.661940210526299
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.56663310146245
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.32959418037304
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.00968404050856
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.20089220000914
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.05048207516009
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.858505641664066
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.07424885793267
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.71155348586228
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.62431056443625
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.850647392431789
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.1216876081862
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.910937873442256
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.47206405080679
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.76844388227411
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.52924627475123
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.970523845791718
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.4827268401336
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.02314766482977
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.33512399991369
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.83997694590732
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.57700408679718
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.531470325283034
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.52012478168772
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.600869087144326
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-2.71255633115784
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.4344580505294
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.09632639536428
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.880015169132794
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.46385590044807
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.83048511139258
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.19089146164055
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.78787410168681
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.52471222357637
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.46076700731993
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.1570004675727
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.965848547984882
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.01787948371276
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.01157940951287
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.75797528231095
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.7721255361439
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.88401591487162
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.75565490293344
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.89997897624422
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.67958417473355
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.42115961293492
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",2.02969096375028
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.6036964765887
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",2.15408804420979
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.71723596870046
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.47492068372305
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.67214126866202
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.643567153022106
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.16939709742846
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.63519785353664
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.94108173640667
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.84031361891546
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.31162528730448
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.942803251947189
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.9057995794716
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.89370593061517
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-5.52174545661234
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.79750606658514
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.206815106984
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.756132919901797
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.81410681598165
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.937856736129803
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.49764031016194
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.05307741527063
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.38182539025171
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.44139563236034
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.49505213564976
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.14332890369846
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.70746638130471
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.66827537563967
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-6.17581998593749
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",0.757957187966848
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.48521522379937
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.678095306687637
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-6.89739668167478
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.136246075556057
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.85444871975437
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.11370678785879
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.57735407383993
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.02483351286532
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.78973272796438
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.63378487738329
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.62904297862476
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.41752158158955
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.53923286616808
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.37373146136755
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-5.02546004756096
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.75262030330475
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.2352886233664
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.53938406451684
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.18297870162575
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.14612433586116
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.89463231165212
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.132559444312544
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.83685203624339
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.05479295661729
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.49125286355627
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.736292800724657
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.86381423767235
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.249481293768733
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-5.1313255116083
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.08375426726596
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.56453906564019
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.25645206419793
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-5.1941364510296
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.65284119302498
"late-early","late","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-6.44806456243452
"late-early","late","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.640156105210842
"late-early","late","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.11607303597483
"late-early","late","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.01997181658552
"late-early","late","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-5.60487700554353
"late-early","late","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.93870237603095
"once burned forest","late","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-5.41672069839625
"once burned forest","late","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.17500550213886
"once burned forest","late","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.38764853073019
"once burned forest","late","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.41577037553135
"once burned forest","late","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.9420622247053
"once burned forest","late","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.45894056244928
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.11903396138945
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.954295985849399
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.36417721276775
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.69466890343937
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.43055331387773
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.35400068258712
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.32238102960635
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.34882814695737
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.79302823430539
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.37854218119938
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.15008331396467
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.00604260798775
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.99309555828971
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.5601158794244
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.31464517016725
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.44806428859399
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.84007886744734
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.99270164516712
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.20670113955635
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.65565495786448
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.45319348731979
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.3510384770938
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.07906903833401
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.7452430155894
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.36558152262459
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.41672018393498
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.66015312339348
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.41163088075641
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.1407898668601
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.5016149229197
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-3.49221022229191
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.19886025905447
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.61220507473317
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.977323098943981
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.01161840085699
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.6158367515805
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.85338547133969
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.18467116056599
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.49657961517399
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.702743906401968
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.4529295143984
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.58054710924078
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.45743751006914
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.31844752128768
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.38033495110764
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.733847761761323
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.73075419278905
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.591969652216861
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.81644023826639
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.03826611273995
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.07812033952897
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.877245228635295
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.36025164711994
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.60684677026353
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-3.18724207948941
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.32920734149414
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.5879082272372
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.941476612860795
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.48722816292349
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.820446104439872
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-2.47473861410177
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.1593732747219
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.79639000787517
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.694190681536571
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.74846330002831
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.33748549966323
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.32796399580755
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.22429633203648
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.33919673060141
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.687386165064406
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.795942121225
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.526563436312345
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.80932022400036
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.908579462803805
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.12330720945622
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.788168657962623
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.99381302566779
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.46233440025058
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.58841072397163
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.697464332046133
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.48875244284017
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.790477930369342
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.83104897690581
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.38149712913386
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.51001995617285
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.874603034530371
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.11223655907627
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.991180667725339
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.79840198552217
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.63907286599395
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-2.23312295016794
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.21162505099315
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.31312835650412
