"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.26342964533866
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.66624322173863
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",2.53708241129129
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.12735672562483
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.01659014828021
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.35899544827887
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.75923424481588
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.21923740130351
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",2.24536091991632
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-1.67316629704186
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.28171297126361
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.43930235305893
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.67530308886377
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.53812776939603
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",0.97566896043835
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.41321116672967
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.621727868714227
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-0.812707905884219
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.665623876889904
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.38339413090373
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.9194266897525
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.44503965154513
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.14178285073131
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.416384544606598
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.367954415981345
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.84463161941521
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.40482180256679
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.37790065020765
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.965985500772587
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.889048499250917
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.966677168189614
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.88135706361559
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.05422871568244
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.76357694442485
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.05411826262581
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.89413287697839
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.4528521525591
"late-early","late","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.2736140992138
"late-early","late","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.871062410329125
"late-early","late","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.68150487668738
"late-early","late","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.968103084182935
"late-early","late","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-2.13557920003206
"late-early","late","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.05427026039546
"once burned forest","late","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.32562035237951
"once burned forest","late","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.41850851053833
"once burned forest","late","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.66006710000047
"once burned forest","late","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.887233393398138
"once burned forest","late","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-0.793848599614868
"once burned forest","late","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",0.778346328049326
"late-early","late","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.29315558304506
"late-early","late","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.787273660120102
"late-early","late","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.53869491237899
"late-early","late","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.73165513408125
"late-early","late","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-2.06797375660626
"late-early","late","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.15351996078969
"once burned forest","late","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.28115972592887
"once burned forest","late","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.32036668566104
"once burned forest","late","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.81576332478999
"once burned forest","late","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.60871595048
"once burned forest","late","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-0.83660933692048
"once burned forest","late","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.06036133397991
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.64742356001465
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.32607352678734
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.58277393517409
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.3827833977838
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.76479012852774
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.90943101534904
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.72199671023502
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",0.979169811977001
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.09313060604018
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.53087658272429
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.72284470367276
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.07339222291032
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-5.39403531278426
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.51869550061825
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.44878923149137
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.2003430043506
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.548931849853628
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.37937931172025
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.8194939462398
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.550440488307718
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.62124670411428
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.29856777835884
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-5.50141334663469
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.95403076203346
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.41236289834432
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.42863497238241
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.66580669545558
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.24882829322962
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.951620190761586
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.21022431127157
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.67005447916587
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",0.951918785577273
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.69555116347909
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.18111356662481
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.55867048450468
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.45564058825009
"late-early","late","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.09653727935618
"late-early","late","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.11677124429303
"late-early","late","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.96240998473172
"late-early","late","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.17056339820587
"late-early","late","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-2.36390231537893
"late-early","late","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.60320186659421
"once burned forest","late","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.67063843216772
"once burned forest","late","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.61243052183575
"once burned forest","late","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.47927632485238
"once burned forest","late","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.22501287185922
"once burned forest","late","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-1.13529061110882
"once burned forest","late","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.57246247211408
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.04570402903411
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.0027749974642
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.9370549876891
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.80305604256344
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.54525853013042
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.784331944735454
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.91947770121528
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.54465968359497
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.85405544973537
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.27975984016251
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.491535024440711
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.370128108033496
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.39863686939247
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.11193555195955
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.66467369039562
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.999029239517811
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.81758783136655
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.72915615195157
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.25573660594643
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.19918412515273
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.1052647680941
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.32921479885703
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.65211768718188
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.1974451056918
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.68693891554852
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.29011693704941
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.95817627424552
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.35107780885268
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.51021189638719
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.11234274790157
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.22401822598241
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.39317010529302
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.57757671631658
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.18311001288213
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.28387943919552
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.96140551039472
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.83025997599016
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.4494438466779
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.18393953894185
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.46497847101742
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.95816904821111
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.59762621085
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.24866200806904
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.38270431172559
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.57725127042636
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.1460536244952
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.86082426872218
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.71389234423908
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.55665654013369
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.07151508654969
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.02275002078449
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.32933518618496
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.43031704631063
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.70629688285895
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.79618609097344
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.41356523659711
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.81512979135103
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.24247410687574
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.16722605521003
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.07958538338064
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.37589794678122
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.97929003957603
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.27697695533587
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.42523366244992
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.861538283142498
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.19575459855083
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.52853247840825
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.63509647097829
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.35707503118289
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.11499837046459
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.06059410382018
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.74714196847091
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.07449902568087
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.64047666106191
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.63859959706246
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.71213171922151
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.28924348312938
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.56107872817048
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.56737469728117
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.53490238851125
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.44006684146178
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.57375371519738
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.2129891723223
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.82968669311344
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.94768717760903
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.38593012858471
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.16068195812428
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.927644251710487
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.672759643028573
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.798700636962696
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.2776419623993
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.26375716100637
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.43371160675074
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.19336044786388
